gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
PHOX2A	chr11	72239077	72245664	72244126	72244176	-	0.0
CBR3	chr21	36135079	36146562	36134911	36134961	+	0.0
IGSF11	chr3	118900557	119146068	119146018	119146068	-	0.0
NTRK3	chr15	87859751	88256768	88127161	88127191	-	0.0
NSD1	chr5	177131830	177300213	177266379	177266429	+	0.0
RECQL5	chr17	75626845	75667189	75630184	75630234	-	0.0
ACRBP	chr12	6638075	6647433	6643618	6643668	-	0.0
SUMF1	chr3	3700814	4467273	3798164	3798214	-	0.0
TNFAIP8L3	chr15	51056598	51105276	51105226	51105276	-	0.0
ATP5F1E	chr20	59025475	59032345	59032295	59032345	-	137.141238759582
RNF182	chr6	13924446	13980310	13924445	13924495	+	0.0
KPNA4	chr3	160495007	160565571	160565538	160565588	-	18.7338294627801
NUDT21	chr16	56429133	56452199	56452149	56452199	-	0.0
VLDLR	chr9	2621182	2660056	2621833	2621883	+	5.668184298994991
ADRA1B	chr5	159865080	159973012	159916782	159916832	+	0.0
GOSR2	chr17	46923075	46975524	46923116	46923166	+	408.013198607318
LYRM2	chr6	89568144	89638749	89638447	89638497	-	26.035219407248203
TAS2R39	chr7	143183419	143184435	143183418	143183468	+	0.0
PPP2R2B	chr5	146580742	147084784	146878844	146878894	-	0.480354601609745
SLC26A4	chr7	107660828	107717809	107691945	107691995	+	0.0
SLC26A11	chr17	80219699	80253500	80221299	80221349	+	0.0
REPS1	chr6	138903493	138988261	138988211	138988261	-	16.1399146140874
PLB1	chr2	28457145	28644142	28548499	28548549	+	0.0
COL21A1	chr6	56056590	56394094	56061127	56061177	-	0.0
RPL30	chr8	98024851	98046469	98043035	98043085	-	0.0
GABPB1	chr15	50275389	50355408	50355103	50355153	-	71.28462287888621
CTNNB1	chr3	41194741	41260096	41199504	41199554	+	591.2204436612741
NAB1	chr2	190646746	190692766	190659856	190659906	+	0.672496442253643
TRNT1	chr3	3126933	3150879	3126950	3126990	+	102.988026585129
PMPCB	chr7	103297435	103329511	103297421	103297471	+	28.4369924152969
FOXO3	chr6	108559835	108684774	108560865	108560915	+	0.288212760965847
PCDHGA4	chr5	141355021	141512975	141355024	141355074	+	0.0
OR10P1	chr12	55636892	55637833	55636859	55636909	+	0.0
TMBIM1	chr2	218274197	218292586	218280031	218280081	-	0.096070920321949
GLDN	chr15	51341655	51408005	51341873	51341923	+	0.0
OAS2	chr12	112978395	113011723	112978601	112978651	+	0.0
CDC6	chr17	40287879	40304657	40287901	40287951	+	57.3063039720426
ATP6V1FNB	chr7	128866330	128872047	128866578	128866628	+	0.0
TMEM225	chr11	123882920	123885670	123885592	123885642	-	0.0
BAIAP2L2	chr22	38084652	38111015	38110620	38110670	-	0.096070920321949
PLCD3	chr17	45108959	45133354	45118962	45119012	-	0.0
MSMP	chr9	35752990	35756613	35756563	35756613	-	0.0
C1D	chr2	68041130	68110948	68062959	68063009	-	24.1138010008092
KLHDC7B	chr22	50545899	50551023	50548032	50548082	+	0.0
SOD1	chr21	31659666	31668931	31659665	31659715	+	2465.46802822218
HGSNAT	chr8	43140464	43202855	43181646	43181696	+	0.0
EIF5B	chr2	99337371	99401326	99389606	99389656	+	0.0
AMDHD1	chr12	95943331	95968720	95943519	95943535	+	0.0
FBXL22	chr15	63597353	63602428	63597352	63597402	+	0.0
TMF1	chr3	69019827	69052339	69052253	69052303	-	26.9959286104677
GPR141	chr7	37683766	37833788	37683871	37683903	+	0.0
SLC25A31	chr4	127730400	127774292	127730377	127730427	+	0.0
SPAG7	chr17	4959226	4967817	4967822	4967872	-	9.414950191551
SEC14L6	chr22	30522799	30546741	30529113	30529163	-	0.0
TECPR1	chr7	98214624	98252232	98252201	98252251	-	16.908481976663
GPT2	chr16	46884362	46931289	46915297	46915347	+	2.30570208772678
CHKA	chr11	68052859	68121444	68089830	68089880	-	0.096070920321949
TRPC6	chr11	101451564	101872562	101504040	101504090	-	0.0
PDE7B	chr6	135851701	136195574	135851695	135851745	+	0.0
SLC35G6	chr17	7481332	7483496	7481331	7481381	+	0.0
USP17L30	chr4	9363129	9364721	9363128	9363178	+	0.0
NRCAM	chr7	108147623	108456717	108313245	108313295	-	0.0
CUX1	chr7	101815904	102283958	101817601	101817651	+	0.672496442253643
NDUFS3	chr11	47565336	47584562	47582241	47582291	+	0.0
MUCL3	chr6	31019512	31029672	30940999	30941049	+	0.0
SLC39A13	chr11	47407132	47416496	47409590	47409640	+	0.0
DDX11	chr12	31073860	31104799	31073844	31073894	+	404.074290874118
ITM2C	chr2	230864639	230879248	230864947	230864997	+	577.098018373948
DLAT	chr11	112025408	112064404	112025407	112025457	+	264.579314566648
C21orf62	chr21	32793564	32813728	32813693	32813743	-	0.0
MAVS	chr20	3846799	3876123	3846842	3846892	+	70.7081973569545
TMED7	chr5	115613210	115632992	115625986	115626036	-	125.756834701431
DBR1	chr3	138160988	138174921	138164153	138164203	-	0.0
PGAP6	chr16	370788	387113	375025	375075	-	0.0
VDAC2	chr10	75210154	75231448	75229309	75229359	+	0.0
RAN	chr12	130872037	130877678	130872065	130872115	+	3521.8638680823296
SLC25A1	chr22	19175581	19178739	19178689	19178739	-	179.55655008172295
TFEC	chr7	115935148	116159896	116159845	116159895	-	0.0
EFNB2	chr13	106489745	106535662	106535064	106535114	-	0.0
RNF103-CHMP3	chr2	86505668	86721122	86721072	86721122	-	0.0
CCDC81	chr11	86374736	86423109	86374886	86374936	+	0.096070920321949
VPS51	chr11	65089324	65111862	65110481	65110531	+	0.96070920321949
KRT77	chr12	52689626	52703524	52695302	52695352	-	0.0
ORC5	chr7	104126341	104208047	104207997	104208047	-	118.071161075675
SLC25A13	chr7	96120220	96322147	96322097	96322147	-	57.6425521931694
NLRC4	chr2	32224453	32265732	32265804	32265854	-	0.0
TONSL	chr8	144428775	144444440	144442806	144442856	-	0.0
AP1G1	chr16	71729000	71809201	71809151	71809201	-	0.288212760965847
MEIKIN	chr5	131806990	131945698	131878973	131879020	-	0.0
DRGX	chr10	49364066	49396089	49395406	49395451	-	0.0
HECTD2	chr10	91409280	91514829	91484089	91484139	+	0.0
RARB	chr3	24687887	25597932	25428262	25428312	+	0.096070920321949
CFAP91	chr3	119703022	119767102	119703035	119703085	+	17.5809784189167
IFNA13	chr9	21367424	21368962	21368912	21368962	-	0.0
INO80B-WBP1	chr2	74455088	74460884	74455087	74455137	+	81.17992767204692
CHEK2	chr22	28687743	28742422	28712207	28712257	-	0.0
TOR4A	chr9	137277726	137282641	137277748	137277798	+	1.7292765657950802
LRRC10	chr12	69608564	69610907	69611112	69611162	-	0.0
THUMPD2	chr2	39736060	39779267	39769963	39770013	-	0.480354601609745
SCARF2	chr22	20424584	20437826	20437809	20437859	-	3.65069497223406
TPMT	chr6	18128311	18155077	18155032	18155074	-	24.1138010008092
RPL23A	chr17	28719985	28724359	28720243	28720293	+	2.11356024708288
CENPT	chr16	67828157	67847811	67847646	67847696	-	0.96070920321949
CST7	chr20	24949269	24959928	24949229	24949279	+	0.0
NIT2	chr3	100334739	100361635	100334738	100334788	+	186.233479044098
INPP5J	chr22	31122731	31134697	31122965	31123015	+	4.99568785674135
LARP1B	chr4	128061286	128222931	128061311	128061361	+	129.695742434631
AP5B1	chr11	65773898	65780976	65780752	65780802	-	0.0
SPATA16	chr3	172889357	173141235	173141218	173141268	-	0.0
CORO6	chr17	29614756	29622912	29622857	29622907	-	9.030666510263211
MUS81	chr11	65857126	65867653	65861064	65861102	+	0.0
MUC3A	chr7	100949534	100968347	100957964	100958014	+	0.096070920321949
PYGO1	chr15	55538884	55588947	55588897	55588947	-	0.096070920321949
SEMG2	chr20	45221373	45224458	45221299	45221349	+	0.0
SRSF8	chr11	95066919	95071225	95067196	95067246	+	0.0
ZIC1	chr3	147393422	147510293	147393894	147393942	+	0.0
GTF2H4	chr6	30952827	30958749	30911950	30912000	+	0.672496442253643
TRAPPC11	chr4	183659267	183713594	183666892	183666942	+	0.0
STPG3	chr9	137251261	137253483	137251285	137251335	+	0.0
STX19	chr3	94014365	94028597	94028560	94028610	-	0.0
DNAH1	chr3	52316319	52400492	52317870	52317903	+	0.0
VWCE	chr11	61258286	61295316	61295041	61295091	-	1.7292765657950802
AVEN	chr15	33858782	34075155	34039126	34039176	-	4.80354601609745
MSLN	chr16	760734	768865	760761	760811	+	0.0
MCTP2	chr15	94231538	94483952	94298265	94298315	+	0.0
GPR18	chr13	99254732	99261744	99258378	99258428	-	0.0
IST1	chr16	71845996	71931199	71916524	71916574	+	0.672496442253643
HSDL2	chr9	112380080	112472405	112380079	112380129	+	43.7122687464868
SLC66A3	chr2	11155198	11178870	11155430	11155480	+	31.4151909452773
STARD10	chr11	72754729	72794047	72793631	72793681	-	0.672496442253643
KRTAP22-2	chr21	30590105	30590397	30590347	30590397	-	0.0
TTLL11	chr9	121815674	122093606	122093556	122093606	-	0.0
PRDM10	chr11	129899706	130002835	130002785	130002835	-	19.2141840643898
CENPA	chr2	26764289	26801067	26786067	26786117	+	1.05678012354144
MEX3C	chr18	51174550	51218333	51196709	51196759	-	1.2489219641853402
NOMO1	chr16	15317897	15380303	14833680	14833730	+	0.096070920321949
UGT2B7	chr4	69051363	69112987	69096493	69096543	+	0.0
GGTLC2	chr22	22644614	22647898	22646345	22646395	+	0.0
VIL1	chr2	218419121	218453295	218419091	218419141	+	17.5809784189167
OR2AG2	chr11	6765626	6771976	6769005	6769055	-	0.0
SLC4A1	chr17	44248390	44268141	44268091	44268141	-	0.0
NDUFAF3	chr3	49020459	49023495	49022112	49022162	+	85.7913318475005
OR5H1	chr3	98130721	98138548	98132697	98132747	+	0.0
LRWD1	chr7	102464956	102473168	102465094	102465144	+	0.288212760965847
LOXHD1	chr18	46476972	46657220	46656983	46657033	-	0.0
MMP17	chr12	131828393	131851783	131840024	131840074	+	0.0
SMARCD1	chr12	50085200	50100707	50096658	50096708	+	0.0
PRRG4	chr11	32829927	32858120	32829942	32829992	+	0.480354601609745
ARL4C	chr2	234493041	234497081	234497003	234497053	-	6.9171062631803295
ZNF777	chr7	149431363	149461062	149461073	149461123	-	0.096070920321949
TRAM1	chr8	70573218	70608416	70608319	70608369	-	183.30331597427897
LRRC14	chr8	144517992	144525172	144517991	144518041	+	9.030666510263211
DIS3L	chr15	66293217	66333898	66293546	66293596	+	26.323432168214
NDUFA6	chr22	42085525	42090955	42090905	42090955	-	0.0
TMEM11	chr17	21197954	21214176	21214126	21214176	-	228.16843576462895
PTPRCAP	chr11	67435510	67437682	67438017	67438067	-	0.0
OR51G2	chr11	4912588	4919350	4915613	4915663	-	0.0
PCBP4	chr3	51957454	51974016	51968360	51968410	-	3.4585531315901603
TBC1D3L	chr17	37982250	37993199	38068601	38068651	-	0.0
TUBE1	chr6	112070663	112087529	112085674	112085701	-	0.0
SMIM13	chr6	11093834	11138733	11094230	11094280	+	1.7292765657950802
CCL17	chr16	57404767	57416063	57404766	57404816	+	0.0
KCTD4	chr13	45192853	45201045	45194667	45194717	-	0.0
SEC61G	chr7	54752250	54759974	54759191	54759241	-	228.84093220688305
FSD2	chr15	82755362	82806070	82806020	82806070	-	0.0
COG6	chr13	39655627	39791665	39679595	39679645	+	0.096070920321949
CPXM1	chr20	2794074	2800627	2800587	2800637	-	94.9180692780856
TAP1	chr6	32998969	33007738	32850092	32850142	-	0.0
BFSP2	chr3	133400056	133475222	133400073	133400123	+	0.0
CIDEC	chr3	9866711	9880255	9880223	9880254	-	0.0
INPP5F	chr10	119726042	119829147	119726096	119726146	+	0.672496442253643
SPATA31A7	chr9	61190003	61196280	61191734	61191784	+	0.0
CCL19	chr9	34689570	34691276	34690209	34690238	-	0.0
FMC1-LUC7L2	chr7	139341360	139422599	139341359	139341409	+	89.4900622798955
HSPA1B	chr6	31894767	31897281	31827734	31827784	+	12.7774324028192
AGXT	chr2	240868824	240880502	240868845	240868895	+	0.0
XPO1	chr2	61476032	61538741	61538233	61538283	-	400.327524981562
CHSY1	chr15	101175727	101252048	101188011	101188061	-	0.096070920321949
THOC1	chr18	214520	268050	226352	226402	-	0.0
GPC6	chr13	93226807	94408020	94286347	94286397	+	0.096070920321949
GP1BB	chr22	19723539	19724771	19722944	19722994	+	0.096070920321949
CRY2	chr11	45847118	45883248	45847474	45847524	+	4.99568785674135
CDHR2	chr5	176542511	176595974	176543540	176543590	+	1.2489219641853402
HOXD13	chr2	176092721	176095944	176092890	176092940	+	0.0
SURF2	chr9	133356698	133361306	133357047	133357097	+	0.0
EIF1AD	chr11	65996545	66002176	66002126	66002176	-	21.567921612277605
TCEA1	chr8	53966552	54022456	54022264	54022314	-	352.724383962036
RELN	chr7	103471381	103989658	103989466	103989516	-	0.0
TMEM154	chr4	152618628	152680012	152679962	152680012	-	1.7292765657950802
CCDC9B	chr15	40331452	40340939	40340917	40340967	-	0.480354601609745
RASA1	chr5	87267883	87391931	87337971	87338021	+	0.0
SLC4A2	chr7	151057210	151076526	151061250	151061300	+	0.480354601609745
YIPF4	chr2	32277904	32316594	32301442	32301492	+	0.096070920321949
DCLK2	chr4	150078445	150257438	150240471	150240476	+	0.0
OR52M1	chr11	4545191	4546144	4545190	4545240	+	0.0
SH3PXD2A	chr10	103594027	103855584	103855493	103855543	-	0.096070920321949
IRS2	chr13	109752695	109786583	109786518	109786568	-	0.0
ARFGEF3	chr6	138161939	138344663	138161920	138161970	+	9.895304793160747
CRACR2B	chr11	826144	831991	826143	826193	+	0.0
TRUB2	chr9	128305159	128322447	128322363	128322413	-	0.96070920321949
SAMHD1	chr20	36890229	36951893	36951793	36951843	-	0.0
FKBP9	chr7	32957404	33006930	32980437	32980487	+	0.0
SERPINB3	chr18	63655197	63661893	63661913	63661963	-	0.096070920321949
GMPPA	chr2	219498865	219513898	219498866	219498916	+	157.075954726387
ARL14	chr3	160677160	160678448	160677158	160677208	+	0.288212760965847
UBE2Q2	chr15	75843307	75901078	75843567	75843617	+	0.0
POTEE	chr2	131209536	131265278	131218350	131218400	+	0.0
FOXD4L4	chr9	65736555	65738784	65736554	65736604	+	0.0
AKAP13	chr15	85380571	85749358	85544039	85544089	+	0.0
HNRNPA1L2	chr13	52642431	52643773	52640785	52640835	+	0.0
SLC35F6	chr2	26764284	26781231	26764283	26764333	+	24.1138010008092
AGAP4	chr10	45825594	45853875	45847423	45847473	-	0.0
APOA5	chr11	116789367	116792420	116791845	116791895	-	0.0
SENP6	chr6	75601509	75718281	75601508	75601558	+	0.096070920321949
SLC13A2	chr17	28473293	28497781	28473737	28473787	+	0.0
ANKRD10	chr13	110878540	110915069	110915019	110915069	-	617.8320885904541
SLC9B1	chr4	102885048	103019719	102991662	102991712	-	0.0
UTP4	chr16	69131291	69231130	69142115	69142165	+	0.0
KDM2B	chr12	121429096	121581023	121580175	121580225	-	12.7774324028192
IL17RE	chr3	9902612	9916402	9902611	9902661	+	1.2489219641853402
VAT1L	chr16	77788564	77980107	77862747	77862797	+	0.096070920321949
FCHSD1	chr5	141639302	141651418	141651369	141651419	-	292.824165141301
DEPDC5	chr22	31753867	31908033	31754022	31754072	+	9.414950191551
TRIP13	chr5	892884	919357	914558	914577	+	0.096070920321949
RNF43	chr17	58353676	58417595	58417035	58417085	-	0.0
GPR19	chr12	12660890	12696207	12696157	12696207	-	4.03497865352186
HYOU1	chr11	119044187	119057226	119057107	119057157	-	189.307748494401
CHPT1	chr12	101696947	101744140	101697671	101697721	+	4.99568785674135
TSR1	chr17	2322396	2336657	2336607	2336657	-	0.0
IREB2	chr15	78437431	78501453	78494209	78494259	+	0.480354601609745
DKK3	chr11	11956207	12009769	12009171	12009212	-	0.672496442253643
FBXW10	chr17	18744026	18779349	18744071	18744121	+	0.0
ARHGAP10	chr4	147732063	148072776	147732062	147732112	+	4.99568785674135
KLHDC10	chr7	130070534	130135705	130070771	130070809	+	0.0
BTF3	chr5	73498408	73505667	73498430	73498480	+	1229.89992196159
ECHDC1	chr6	127288712	127343609	127342357	127342407	-	0.096070920321949
NUDT18	chr8	22106874	22109419	22109369	22109419	-	3.17034037062432
KITLG	chr12	88492793	88580851	88580801	88580851	-	0.0
ZCCHC7	chr9	37120574	37358149	37327319	37327369	+	0.0
OR52J3	chr11	5046526	5047461	5046525	5046575	+	0.0
RTN4RL2	chr11	57460528	57477534	57460548	57460598	+	1.2489219641853402
SLC7A6OS	chr16	68284503	68310946	68310772	68310822	-	0.672496442253643
FRG1	chr4	189940870	189963202	189940869	189940919	+	85.7913318475005
MED13L	chr12	115957905	116277693	115960482	115960532	-	1.05678012354144
PHLDA2	chr11	2928201	2929383	2929405	2929455	-	23.8255882398434
PANK3	chr5	168548495	168579368	168566014	168566064	-	0.288212760965847
BDNF	chr11	27654893	27722058	27700850	27700900	-	0.480354601609745
RBM33	chr7	155644451	155781485	155644450	155644500	+	27.5723541323994
CCDC179	chr11	22846922	22860474	22860376	22860426	-	0.0
MSH2	chr2	47403067	47663146	47403129	47403179	+	1768.85778496773
NBAS	chr2	15166914	15561334	15561280	15561330	-	52.74293525675
MS4A1	chr11	60455846	60470752	60455858	60455908	+	0.0
KALRN	chr3	124033369	124726325	124094680	124094730	+	0.0
MBOAT1	chr6	20099684	20212469	20212349	20212399	-	1.05678012354144
STAMBPL1	chr10	88879734	88975153	88882082	88882132	+	0.0
PIPOX	chr17	28950513	29057216	28950619	28950669	+	4.32319141448771
KRTAP19-7	chr21	30560875	30561314	30561264	30561314	-	0.0
TNPO1	chr5	72816312	72916733	72816648	72816698	+	72.43747392274959
CFAP52	chr17	9576627	9643447	9576626	9576676	+	0.288212760965847
HOXA9	chr7	27162438	27175180	27175130	27175180	-	0.0
AEBP2	chr12	19404045	19720801	19439673	19439723	+	56.20148838834021
ADD3	chr10	109996368	110135565	110007961	110008011	+	366.2223482672701
MBNL1	chr3	152243828	152465780	152299404	152299454	+	0.0
MTMR10	chr15	30938941	30991628	30968161	30968211	-	0.0
C16orf86	chr16	67666814	67668757	67666815	67666865	+	0.96070920321949
LUM	chr12	91102629	91111494	91111781	91111831	-	0.0
SLC7A14	chr3	170459548	170586075	170585977	170586027	-	1.92141840643898
THAP5	chr7	108554543	108569750	108569619	108569669	-	151.023486746104
CDC42BPG	chr11	64823052	64844653	64833761	64833811	-	0.0
SGCA	chr17	50164214	50175928	50164213	50164263	+	0.0
HSPA9	chr5	138553756	138575675	138575394	138575444	-	2148.72220392071
MED12L	chr3	151085286	151437072	151316419	151316469	+	0.0
KRTAP25-1	chr21	30289145	30289514	30289464	30289514	-	0.0
KL	chr13	33016423	33066143	33016432	33016482	+	0.0
WSCD1	chr17	6057807	6124427	6080146	6080196	+	0.0
TOMM34	chr20	44942130	44960397	44960436	44960486	-	3.17034037062432
CCR3	chr3	46130890	46266706	46242430	46242480	+	0.0
WFDC2	chr20	45469753	45481532	45469705	45469755	+	99.7216152941831
TAF2	chr8	119730774	119832863	119762484	119762534	-	0.0
AFAP1L2	chr10	114294824	114404756	114404706	114404756	-	0.096070920321949
SRP14	chr15	40035690	40039181	40039112	40039162	-	1209.91717053463
DIPK1B	chr9	136712572	136724742	136720884	136720934	+	0.0
HYPK	chr15	43796142	43804427	43800598	43800648	+	315.208689576315
PPP1R14D	chr15	40815451	40828709	40828659	40828709	-	0.0
JAK2	chr9	4984390	5129948	4985032	4985082	+	0.096070920321949
CCL16	chr17	35976493	35981497	35978213	35978263	-	0.0
EXOSC2	chr9	130693721	130707288	130693759	130693809	+	476.89604847815497
GGH	chr8	63014881	63039407	63028435	63028485	-	0.0
ANKRD6	chr6	89433152	89633834	89602992	89603042	+	0.096070920321949
METTL22	chr16	8621683	8649654	8635224	8635274	+	0.288212760965847
ZBTB3	chr11	62748319	62754184	62754138	62754188	-	5.86032613963889
YTHDF3	chr8	63168553	63212786	63169002	63169052	+	0.480354601609745
GPR162	chr12	6821624	6829972	6821828	6821878	+	23.2491627179117
GTF2E2	chr8	30578318	30658236	30612315	30612365	-	0.0
ZBTB10	chr8	80485619	80526265	80486212	80486262	+	1.2489219641853402
RXFP2	chr13	31739526	31803389	31739541	31739591	+	0.0
DECR2	chr16	401858	412487	401960	402010	+	0.480354601609745
EPHA5	chr4	65319563	65670495	65670293	65670343	-	0.0
RNF166	chr16	88696499	88706408	88706371	88706421	-	2.11356024708288
TMEM139	chr7	143279957	143288048	143284946	143284974	+	2.6899857690145703
VAMP2	chr17	8159149	8163546	8162925	8162975	-	47.9393892406526
PABPC1L	chr20	44910060	44959035	44932681	44932713	+	0.480354601609745
EN1	chr2	118842171	118847648	118844302	118844352	-	0.0
CBFA2T2	chr20	33490075	33650036	33619564	33619606	+	0.0
RRP1B	chr21	43659560	43696079	43686131	43686181	+	0.288212760965847
GATA6	chr18	22169589	22202528	22170932	22170982	+	0.0
SUB1	chr5	32531633	32604079	32585558	32585608	+	466.664495463867
DLGAP2	chr8	737628	1708476	1501365	1501415	+	0.0
FEM1B	chr15	68277745	68295862	68289254	68289304	+	0.0
EIF3B	chr7	2354086	2380745	2366529	2366579	+	0.0
CYSRT1	chr9	137224635	137226315	137224634	137224684	+	0.0
ARL6IP5	chr3	69084937	69106092	69085014	69085064	+	152.176337789967
WDR73	chr15	84639285	84654343	84654248	84654298	-	75.1274596917641
DEFB131A	chr4	9444414	9450666	9444533	9444583	+	0.0
FAM131A	chr3	184335926	184348421	184338828	184338878	+	0.096070920321949
SLC38A4	chr12	46764761	46832408	46769283	46769304	-	0.0
GCG	chr2	162142882	162152404	162144365	162144415	-	0.0
SCRT1	chr8	144330565	144336482	144336231	144336281	-	0.0
NAT9	chr17	74770529	74776367	74776311	74776361	-	372.65909992884
SCP2D1	chr20	18813783	18814378	18813725	18813775	+	0.0
SMIM29	chr6	34246381	34249108	34249005	34249055	-	12.7774324028192
