gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end	gex	gex_rank	gex_group	gene_length	gene_center	TSS_center
ESRP2	chr16	68229033	68238102	-	68234114	68234164	0.0	0.2901314173421763	gex=0	9070	68233567	68234139
AGTR1	chr3	148697784	148743008	+	148730123	148730173	0.0	0.2901314173421763	gex=0	45225	148720396	148730148
DOK7	chr4	3463306	3501473	+	3484543	3484593	0.0	0.2901314173421763	gex=0	38168	3482389	3484568
ZKSCAN7	chr3	44555193	44594173	+	44557356	44557406	0.0	0.2901314173421763	gex=0	38981	44574683	44557381
FRMD6	chr14	51489100	51730727	+	51489099	51489149	0.0	0.2901314173421763	gex=0	241628	51609913	51489124
CLCN7	chr16	1444934	1475084	-	1451919	1451969	0.0	0.2901314173421763	gex=0	30151	1460009	1451944
NPIPB2	chr16	11927259	11976643	-	11929293	11929343	0.0	0.2901314173421763	gex=0	49385	11951951	11929318
SNX5	chr20	17941597	17968980	-	17945480	17945530	0.0	0.2901314173421763	gex=0	27384	17955288	17945505
RGS9	chr17	65100812	65227703	+	65137523	65137573	0.0	0.2901314173421763	gex=0	126892	65164257	65137548
CDH18	chr5	19471296	20575873	-	20575823	20575873	0.0	0.2901314173421763	gex=0	1104578	20023584	20575848
IMPG2	chr3	101222546	101320575	-	101320510	101320560	0.0	0.2901314173421763	gex=0	98030	101271560	101320535
ALDH3B2	chr11	67662160	67681224	-	67673741	67673791	0.0	0.2901314173421763	gex=0	19065	67671692	67673766
HNF1A	chr12	120978543	121002512	+	120996389	120996439	0.0	0.2901314173421763	gex=0	23970	120990527	120996414
PRSS23	chr11	86791059	86952910	+	86800520	86800570	0.0	0.2901314173421763	gex=0	161852	86871984	86800545
ZNF589	chr3	48241100	48299253	+	48256586	48256636	0.0	0.2901314173421763	gex=0	58154	48270176	48256611
GSG1	chr12	13083532	13103683	-	13103633	13103683	0.0	0.2901314173421763	gex=0	20152	13093607	13103658
PTCHD3	chr10	27445487	27461668	-	27414318	27414368	0.0	0.2901314173421763	gex=0	16182	27453577	27414343
NPIPB5	chr16	22479121	22536521	+	22513518	22513568	0.0	0.2901314173421763	gex=0	57401	22507821	22513543
BMPR1B	chr4	94757955	95158448	+	94757967	95091483	0.0	0.2901314173421763	gex=0	400494	94958201	94924725
GJA1	chr6	121435595	121449727	+	121435691	121435741	0.0	0.2901314173421763	gex=0	14133	121442661	121435716
DKK3	chr11	11956207	12009769	-	12009171	12009212	0.0	0.2901314173421763	gex=0	53563	11982988	12009191
CNGA3	chr2	98346188	98398601	+	98346154	98346204	0.0	0.2901314173421763	gex=0	52414	98372394	98346179
NPAS4	chr11	66421004	66426707	+	66421003	66421053	0.0	0.2901314173421763	gex=0	5704	66423855	66421028
DNAH5	chr5	13690328	14011818	-	13932406	13932456	0.0	0.2901314173421763	gex=0	321491	13851073	13932431
MYF5	chr12	80716912	80719671	+	80716911	80716961	0.0	0.2901314173421763	gex=0	2760	80718291	80716936
MYOZ1	chr10	73631612	73641474	-	73641707	73641757	0.0	0.2901314173421763	gex=0	9863	73636543	73641732
FGG	chr4	154604134	154612967	-	154612606	154612659	0.0	0.2901314173421763	gex=0	8834	154608550	154612632
SOX8	chr16	981770	986979	+	981807	981857	0.0	0.2901314173421763	gex=0	5210	984374	981832
TRIO	chr5	14143342	14532128	+	14406213	14406263	0.0	0.2901314173421763	gex=0	388787	14337735	14406238
EMC2	chr8	108443601	108489196	+	108464046	108464096	0.0	0.2901314173421763	gex=0	45596	108466398	108464071
DMRT3	chr9	976655	991732	+	989836	989886	0.0	0.2901314173421763	gex=0	15078	984193	989861
KHDC3L	chr6	73362658	73364171	+	73362676	73362726	0.0	0.2901314173421763	gex=0	1514	73363414	73362701
INHBC	chr12	57434784	57452062	+	57434759	57434809	0.0	0.2901314173421763	gex=0	17279	57443423	57434784
HEG1	chr3	124965710	125055997	-	125019446	125019496	0.0	0.2901314173421763	gex=0	90288	125010853	125019471
PCDHA6	chr5	140827958	141012347	+	140827977	140828027	0.0	0.2901314173421763	gex=0	184390	140920152	140828002
EPYC	chr12	90963682	91005026	-	91004976	91005026	0.0	0.2901314173421763	gex=0	41345	90984354	91005001
CALCA	chr11	14966668	14972351	-	14972223	14972354	0.0	0.2901314173421763	gex=0	5684	14969509	14972288
COL27A1	chr9	114155537	114312511	+	114168607	114168657	0.0	0.2901314173421763	gex=0	156975	114234024	114168632
MAMDC2	chr9	70043848	70226972	+	70168614	70168664	0.0	0.2901314173421763	gex=0	183125	70135410	70168639
OR13A1	chr10	45302654	45315608	-	45307788	45307838	0.0	0.2901314173421763	gex=0	12955	45309131	45307813
CDH26	chr20	59958423	60034011	+	59996393	59996443	0.0	0.2901314173421763	gex=0	75589	59996217	59996418
GPRC5B	chr16	19856691	19886167	-	19884814	19884904	0.0	0.2901314173421763	gex=0	29477	19871429	19884859
AGAP9	chr10	47501854	47523638	-	47523588	47523638	0.0	0.2901314173421763	gex=0	21785	47512746	47523613
C3orf56	chr3	127193131	127198185	+	127193130	127193180	0.0	0.2901314173421763	gex=0	5055	127195658	127193155
CPN1	chr10	100042193	100081869	-	100065344	100065394	0.0	0.2901314173421763	gex=0	39677	100062031	100065369
MUC22	chr6	31010474	31035402	+	31010473	31010523	0.0	0.2901314173421763	gex=0	24929	31022938	31010498
GPD1	chr12	50103982	50111313	+	50104346	50104396	0.0	0.2901314173421763	gex=0	7332	50107647	50104371
ADAMTSL3	chr15	83654088	84039842	+	83870911	83870959	0.0	0.2901314173421763	gex=0	385755	83846965	83870935
KCNH8	chr3	19148510	19535642	+	19148533	19148583	0.0	0.2901314173421763	gex=0	387133	19342076	19148558
CA10	chr17	51630313	52160017	-	52158013	52158063	0.0	0.2901314173421763	gex=0	529705	51895165	52158038
FAM71C	chr12	99647753	99650114	+	99647752	99647802	0.0	0.2901314173421763	gex=0	2362	99648933	99647777
GABBR1	chr6	29555714	29633284	-	29624211	29624261	0.0	0.2901314173421763	gex=0	77571	29594499	29624236
FAM205C	chr9	34889066	34895764	-	34895728	34895778	0.0	0.2901314173421763	gex=0	6699	34892415	34895753
LRRC31	chr3	169839172	169869935	-	169869880	169869930	0.0	0.2901314173421763	gex=0	30764	169854553	169869905
PITX3	chr10	102230186	102241512	-	102232033	102232083	0.0	0.2901314173421763	gex=0	11327	102235849	102232058
COL10A1	chr6	116118909	116158747	-	116126083	116126133	0.0	0.2901314173421763	gex=0	39839	116138828	116126108
EPHA7	chr6	93240020	93419687	-	93419497	93419547	0.0	0.2901314173421763	gex=0	179668	93329853	93419522
CLDN25	chr11	113779747	113780500	+	113779746	113779796	0.0	0.2901314173421763	gex=0	754	113780123	113779771
C3orf14	chr3	62319015	62336213	+	62319720	62319770	0.0	0.2901314173421763	gex=0	17199	62327614	62319745
AFM	chr4	73481745	73504001	+	73495114	73495164	0.0	0.2901314173421763	gex=0	22257	73492873	73495139
IQCF6	chr3	51778561	51779241	-	51779172	51779187	0.0	0.2901314173421763	gex=0	681	51778901	51779179
COL14A1	chr8	120059780	120373573	+	120196800	120196850	0.0	0.2901314173421763	gex=0	313794	120216676	120196825
SCT	chr11	626309	627181	-	627093	627143	0.0	0.2901314173421763	gex=0	873	626745	627118
ABHD17A	chr19	1876810	1885496	-	1883750	1883800	0.0	0.2901314173421763	gex=0	8687	1881153	1883775
OR8D4	chr11	123902167	123909229	+	123906145	123906195	0.0	0.2901314173421763	gex=0	7063	123905698	123906170
OR1N1	chr9	122526358	122527296	-	122527246	122527296	0.0	0.2901314173421763	gex=0	939	122526827	122527271
H2AC17	chr6	27892699	27893185	-	27893099	27893149	0.0	0.2901314173421763	gex=0	487	27892942	27893124
OTX2	chr14	56799905	56816693	-	56810429	56810479	0.0	0.2901314173421763	gex=0	16789	56808299	56810454
ATAT1	chr6	30616685	30636664	+	30641821	30641870	0.0	0.2901314173421763	gex=0	19980	30626674	30641845
UNC5CL	chr6	41026895	41039221	-	41035085	41035135	0.0	0.2901314173421763	gex=0	12327	41033058	41035110
FOXB1	chr15	60004234	60061730	+	60004221	60036179	0.0	0.2901314173421763	gex=0	57497	60032982	60020200
SOWAHB	chr4	76894152	76898144	-	76898097	76898147	0.0	0.2901314173421763	gex=0	3993	76896148	76898122
SLC20A2	chr8	42416475	42541926	-	42541158	42541208	0.0	0.2901314173421763	gex=0	125452	42479200	42541183
CCNYL1	chr2	207711540	207761839	+	207742273	207742323	0.0	0.2901314173421763	gex=0	50300	207736689	207742298
NXPH3	chr17	49575871	49583827	+	49575857	49575907	0.0	0.2901314173421763	gex=0	7957	49579849	49575882
SHC2	chr19	416589	461033	-	460528	460571	0.0	0.2901314173421763	gex=0	44445	438811	460549
SLC25A2	chr5	141302635	141304049	-	141303995	141304045	0.0	0.2901314173421763	gex=0	1415	141303342	141304020
SLX1A	chr16	30193875	30197561	+	30193886	30193936	0.0	0.2901314173421763	gex=0	3687	30195718	30193911
CLPS	chr6	35794982	35797344	-	35797294	35797344	0.0	0.2901314173421763	gex=0	2363	35796163	35797319
SCART1	chr10	133453928	133523558	+	133466973	133467023	0.0	0.2901314173421763	gex=0	69631	133488743	133466998
GFRA3	chr5	138252380	138274621	-	138274515	138274565	0.0	0.2901314173421763	gex=0	22242	138263500	138274540
SORBS3	chr8	22544986	22575788	+	22544985	22545035	0.0	0.2901314173421763	gex=0	30803	22560387	22545010
RIPK3	chr14	24336025	24340022	-	24337352	24337402	0.0	0.2901314173421763	gex=0	3998	24338023	24337377
RNASE8	chr14	21057822	21058455	+	21057821	21057871	0.0	0.2901314173421763	gex=0	634	21058138	21057846
ITPRID2	chr2	181891730	181930738	+	181898858	181898908	0.0	0.2901314173421763	gex=0	39009	181911234	181898883
CHRNA5	chr15	78565520	78595269	+	78590361	78590411	0.0	0.2901314173421763	gex=0	29750	78580394	78590386
THADA	chr2	43230851	43596038	-	43391872	43391922	0.0	0.2901314173421763	gex=0	365188	43413444	43391897
KCNS1	chr20	45091214	45101127	-	45100920	45100967	0.0	0.2901314173421763	gex=0	9914	45096170	45100943
ABHD12B	chr14	50872053	50904970	+	50893739	50893758	0.0	0.2901314173421763	gex=0	32918	50888511	50893748
TYRP1	chr9	12685439	12710285	+	12701644	12701694	0.0	0.2901314173421763	gex=0	24847	12697862	12701669
PRICKLE1	chr12	42456757	42590355	-	42589694	42589744	0.0	0.2901314173421763	gex=0	133599	42523556	42589719
ESRRB	chr14	76310712	76501837	+	76439641	76439691	0.0	0.2901314173421763	gex=0	191126	76406274	76439666
OR10AD1	chr12	48202339	48203292	-	48203337	48203387	0.0	0.2901314173421763	gex=0	954	48202815	48203362
ANK1	chr8	41653220	41896762	-	41665224	41665274	0.0	0.2901314173421763	gex=0	243543	41774991	41665249
ZCWPW1	chr7	100400826	100428992	-	100409495	100409545	0.0	0.2901314173421763	gex=0	28167	100414909	100409520
ARPC5L	chr9	124862130	124877733	+	124862129	124862179	0.0	0.2901314173421763	gex=0	15604	124869931	124862154
MIOX	chr22	50486784	50490648	+	50486875	50486912	0.0	0.2901314173421763	gex=0	3865	50488716	50486893
SAV1	chr14	50632058	50668306	-	50665315	50665365	0.0	0.2901314173421763	gex=0	36249	50650182	50665340
MAB21L4	chr2	240886048	240896889	-	240896106	240896156	0.0	0.2901314173421763	gex=0	10842	240891468	240896131
OR52A5	chr11	5128776	5138356	-	5132592	5132642	0.0	0.2901314173421763	gex=0	9581	5133566	5132617
OXTR	chr3	8750381	8769628	-	8769567	8769617	0.0	0.2901314173421763	gex=0	19248	8760004	8769592
TTLL9	chr20	31870634	31945000	+	31879805	31879866	0.0	0.2901314173421763	gex=0	74367	31907817	31879835
OR1J2	chr9	122510802	122511743	+	122510801	122510851	0.0	0.2901314173421763	gex=0	942	122511272	122510826
MFAP4	chr17	19383442	19387190	-	19387140	19387190	0.0	0.2901314173421763	gex=0	3749	19385316	19387165
NARF	chr17	82458180	82490537	+	82480467	82480517	0.0	0.2901314173421763	gex=0	32358	82474358	82480492
C9orf78	chr9	129827290	129835863	-	129830635	129830685	0.0	0.2901314173421763	gex=0	8574	129831576	129830660
SYCP2	chr20	59863564	59933655	-	59915639	59915689	0.0	0.2901314173421763	gex=0	70092	59898609	59915664
TCERG1L	chr10	131092391	131311721	-	131311671	131311721	0.0	0.2901314173421763	gex=0	219331	131202056	131311696
SLC26A5	chr7	103352730	103446207	-	103443146	103443196	0.0	0.2901314173421763	gex=0	93478	103399468	103443171
ACTL7B	chr9	108854588	108855986	-	108856917	108856967	0.0	0.2901314173421763	gex=0	1399	108855287	108856942
SLC40A1	chr2	189560590	189583758	-	189581981	189582031	0.0	0.2901314173421763	gex=0	23169	189572174	189582006
DDX18	chr2	117814691	117832377	+	117824336	117824386	0.0	0.2901314173421763	gex=0	17687	117823534	117824361
ESM1	chr5	54977867	55022671	-	55022627	55022671	0.0	0.2901314173421763	gex=0	44805	55000269	55022649
SLC26A3	chr7	107765467	107803225	-	107803175	107803225	0.0	0.2901314173421763	gex=0	37759	107784346	107803200
BMI1	chr10	22321099	22331484	+	22321584	22321634	0.0	0.2901314173421763	gex=0	10386	22326291	22321609
RTKN2	chr10	62183035	62268844	-	62268657	62268707	0.0	0.2901314173421763	gex=0	85810	62225939	62268682
KRTAP11-1	chr21	30880644	30881580	-	30881505	30881555	0.0	0.2901314173421763	gex=0	937	30881112	30881530
PEX2	chr8	76980258	77001044	-	77000897	77000947	0.0	0.2901314173421763	gex=0	20787	76990651	77000922
ERBB4	chr2	211375717	212538841	-	212124865	212124915	0.0	0.2901314173421763	gex=0	1163125	211957279	212124890
NEUROD4	chr12	55019974	55030017	+	55019944	55019994	0.0	0.2901314173421763	gex=0	10044	55024995	55019969
RELA	chr11	65653599	65663090	-	65663040	65663090	0.0	0.2901314173421763	gex=0	9492	65658344	65663065
ACOX1	chr17	75941507	75979177	-	75955565	75955589	0.0	0.2901314173421763	gex=0	37671	75960342	75955577
CD200R1L	chr3	112815709	112846864	-	112845893	112845943	0.0	0.2901314173421763	gex=0	31156	112831286	112845918
MTIF2	chr2	55236595	55269347	-	55269088	55269138	0.0	0.2901314173421763	gex=0	32753	55252971	55269113
CD83	chr6	14117256	14136918	+	14117255	14117299	0.0	0.2901314173421763	gex=0	19663	14127087	14117277
TBX10	chr11	67631303	67639763	-	67639510	67639560	0.0	0.2901314173421763	gex=0	8461	67635533	67639535
RANBP3L	chr5	36246913	36302114	-	36301852	36301902	0.0	0.2901314173421763	gex=0	55202	36274513	36301877
ENPEP	chr4	110365733	110565285	+	110513488	110513538	0.0	0.2901314173421763	gex=0	199553	110465509	110513513
FANCF	chr11	22622533	22625823	-	22626737	22626787	0.0	0.2901314173421763	gex=0	3291	22624178	22626762
AMHR2	chr12	53423855	53431672	+	53423865	53423915	0.0	0.2901314173421763	gex=0	7818	53427763	53423890
LHX6	chr9	122202577	122229626	-	122228381	122228431	0.0	0.2901314173421763	gex=0	27050	122216101	122228406
RBP5	chr12	7115736	7128889	-	7128892	7128942	0.0	0.2901314173421763	gex=0	13154	7122312	7128917
TPH1	chr11	18017555	18046269	-	18041275	18041325	0.0	0.2901314173421763	gex=0	28715	18031912	18041300
METTL7B	chr12	55681736	55684611	+	55681677	55681727	0.0	0.2901314173421763	gex=0	2876	55683173	55681702
MIEF1	chr22	39499432	39518132	+	39501730	39501780	0.0	0.2901314173421763	gex=0	18701	39508782	39501755
TRIM6-TRIM34	chr11	5596725	5644398	+	5596724	5596774	0.0	0.2901314173421763	gex=0	47674	5620561	5596749
DDX47	chr12	12813316	12829981	+	12820276	12820321	0.0	0.2901314173421763	gex=0	16666	12821648	12820298
RNF24	chr20	3927309	4015558	-	4015339	4015389	0.0	0.2901314173421763	gex=0	88250	3971433	4015364
ASAH2	chr10	50182778	50279720	-	50199096	50199146	0.0	0.2901314173421763	gex=0	96943	50231249	50199121
PCDHGA4	chr5	141355021	141512975	+	141355024	141355074	0.0	0.2901314173421763	gex=0	157955	141433998	141355049
MRGPRX1	chr11	18933499	18939414	-	18939457	18939507	0.0	0.2901314173421763	gex=0	5916	18936456	18939482
LMTK3	chr19	48485271	48513935	-	48511754	48513189	0.0	0.2901314173421763	gex=0	28665	48499603	48512471
LDHAL6B	chr15	59206843	59208588	+	59206822	59206872	0.0	0.2901314173421763	gex=0	1746	59207715	59206847
OR5V1	chr6	29355241	29431509	-	29431917	29431967	0.0	0.2901314173421763	gex=0	76269	29393375	29431942
GOLGA6C	chr15	75258334	75273455	+	75258598	75258648	0.0	0.2901314173421763	gex=0	15122	75265894	75258623
SLC6A18	chr5	1225381	1246189	+	1225408	1225458	0.0	0.2901314173421763	gex=0	20809	1235785	1225433
RNF43	chr17	58353676	58417595	-	58417035	58417085	0.0	0.2901314173421763	gex=0	63920	58385635	58417060
CYP3A7-CYP3A51P	chr7	99684957	99735102	-	99735052	99735102	0.0	0.2901314173421763	gex=0	50146	99710029	99735077
RPF2	chr6	110982015	111028263	+	110982315	110982365	0.0	0.2901314173421763	gex=0	46249	111005139	110982340
TRMT10C	chr3	101561868	101566446	+	101562040	101562090	0.0	0.2901314173421763	gex=0	4579	101564157	101562065
GHRH	chr20	37251086	37261819	-	37261785	37261835	0.0	0.2901314173421763	gex=0	10734	37256452	37261810
PPARA	chr22	46150521	46243755	+	46154996	46155046	0.0	0.2901314173421763	gex=0	93235	46197138	46155021
PEBP4	chr8	22713251	23000000	-	22999950	23000000	0.0	0.2901314173421763	gex=0	286750	22856625	22999975
FRYL	chr4	48497357	48780322	-	48564934	48564984	0.0	0.2901314173421763	gex=0	282966	48638839	48564959
AQP12A	chr2	240691866	240698483	+	240691844	240691894	0.0	0.2901314173421763	gex=0	6618	240695174	240691869
PKD1L1	chr7	47740202	47948466	-	47827416	47827466	0.0	0.2901314173421763	gex=0	208265	47844334	47827441
CACNG4	chr17	66964707	67033398	+	66964909	66964959	0.0	0.2901314173421763	gex=0	68692	66999052	66964934
BCAM	chr19	44809071	44821421	+	44818530	44818580	0.0	0.2901314173421763	gex=0	12351	44815246	44818555
SLC12A2	chr5	128083766	128189677	+	128178379	128178429	0.0	0.2901314173421763	gex=0	105912	128136721	128178404
OR52E4	chr11	5880629	5887079	+	5884270	5884320	0.0	0.2901314173421763	gex=0	6451	5883854	5884295
VSTM5	chr11	93818232	93850618	-	93820742	93820759	0.0	0.2901314173421763	gex=0	32387	93834425	93820750
TCF15	chr20	604257	610309	-	610348	610398	0.0	0.2901314173421763	gex=0	6053	607283	610373
C1S	chr12	6988259	7071032	+	7067394	7067444	0.0	0.2901314173421763	gex=0	82774	7029645	7067419
DPEP1	chr16	89613308	89638456	+	89613672	89613719	0.0	0.2901314173421763	gex=0	25149	89625882	89613695
VSNL1	chr2	17539126	17657018	+	17539125	17539175	0.0	0.2901314173421763	gex=0	117893	17598072	17539150
FBLN1	chr22	45502238	45601135	+	45502276	45502326	0.0	0.2901314173421763	gex=0	98898	45551686	45502301
ZNF26	chr12	132986365	133032952	+	133026551	133026601	0.0	0.2901314173421763	gex=0	46588	133009658	133026576
ZNF366	chr5	72439903	72507410	-	72507343	72507393	0.0	0.2901314173421763	gex=0	67508	72473656	72507368
OR9K2	chr12	55126406	55132750	+	55129680	55129730	0.0	0.2901314173421763	gex=0	6345	55129578	55129705
ERBIN	chr5	65926556	66082546	+	66068876	66068926	0.0	0.2901314173421763	gex=0	155991	66004551	66068901
MED22	chr9	133338312	133348131	-	133347729	133347779	0.0	0.2901314173421763	gex=0	9820	133343221	133347754
DHFR	chr5	80626226	80654983	-	80654051	80654101	0.0	0.2901314173421763	gex=0	28758	80640604	80654076
PARD3B	chr2	204545475	205620162	+	204545999	204546049	0.0	0.2901314173421763	gex=0	1074688	205082818	204546024
ACLY	chr17	41866917	41930542	-	41870669	41870719	0.0	0.2901314173421763	gex=0	63626	41898729	41870694
DNER	chr2	229357629	229714555	-	229587127	229587177	0.0	0.2901314173421763	gex=0	356927	229536092	229587152
ACER1	chr19	6306142	6333612	-	6333579	6333629	0.0	0.2901314173421763	gex=0	27471	6319877	6333604
SHANK2	chr11	70467854	71252577	-	71252527	71252577	0.0	0.2901314173421763	gex=0	784724	70860215	71252552
IKBKB	chr8	42271302	42332460	+	42272082	42272132	0.0	0.2901314173421763	gex=0	61159	42301881	42272107
ZNF596	chr8	232137	264703	+	232183	232233	0.0	0.2901314173421763	gex=0	32567	248420	232208
PDK2	chr17	50094737	50112152	+	50095736	50095786	0.0	0.2901314173421763	gex=0	17416	50103444	50095761
REP15	chr12	27696447	27697596	+	27696518	27696568	0.0	0.2901314173421763	gex=0	1150	27697021	27696543
HOMER1	chr5	79372636	79514134	-	79514167	79514217	0.0	0.2901314173421763	gex=0	141499	79443385	79514192
KCNK4	chr11	64291302	64300031	+	64291741	64291785	0.0	0.2901314173421763	gex=0	8730	64295666	64291763
PI15	chr8	74824534	74855029	+	74824785	74824835	0.0	0.2901314173421763	gex=0	30496	74839781	74824810
OR10H3	chr19	15737985	15742343	+	15741392	15741442	0.0	0.2901314173421763	gex=0	4359	15740164	15741417
TAF1L	chr9	32629454	32635669	-	32635619	32635669	0.0	0.2901314173421763	gex=0	6216	32632561	32635644
SLC14A1	chr18	45687025	45752520	+	45724126	45724176	0.0	0.2901314173421763	gex=0	65496	45719772	45724151
