gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	DNase_gene_z_mean	DNase_gene_z_std	DNase_tss_z_mean	DNase_tss_z_std	H3K27ac_gene_z_mean	H3K27ac_gene_z_std	H3K27ac_tss_z_mean	H3K27ac_tss_z_std	H3K4me3_gene_z_mean	H3K4me3_gene_z_std	H3K4me3_tss_z_mean	H3K4me3_tss_z_std	H3K27me3_gene_z_mean	H3K27me3_gene_z_std	H3K27me3_tss_z_mean	H3K27me3_tss_z_std	H3K36me3_gene_z_mean	H3K36me3_gene_z_std	H3K36me3_tss_z_mean	H3K36me3_tss_z_std	H3K4me1_gene_z_mean	H3K4me1_gene_z_std	H3K4me1_tss_z_mean	H3K4me1_tss_z_std	H3K9me3_gene_z_mean	H3K9me3_gene_z_std	H3K9me3_tss_z_mean	H3K9me3_tss_z_std
TPRG1L	chr1	3625015	3630127	3625001	3625051	+		0.058104385	0.13107269	0.6175398	0.6902853	-0.026258687	0.2185702	0.28036267	0.4700135	0.19885686	0.6828701	2.2284892	1.6904633	-0.29029042	0.037877113	-0.2780901	0.11645184	1.0572845	1.8118991	-0.4999794	0.1800333	0.12086836	0.797854	0.49342582	0.9519175	-0.5720536	0.23257151	-0.7125101	0.21077216
LRIF1	chr1	110947190	110963965	110952911	110952961	-		-0.0017560974	0.027198477	-0.0043995506	0.008611163	0.4540827	2.8494816	-0.080258034	0.0072629573	0.46126541	2.2600245	-0.046844967	0.03666708	-0.23693335	0.07062778	-0.20662157	0.047599196	0.66438895	1.4928339	0.46742818	0.63190335	0.09467485	0.874133	-0.16547248	0.039084975	-0.22962241	0.4836936	-0.25834566	0.32506153
TNFSF4	chr1	173183731	173207331	173205508	173205558	-		0.0033646156	0.024191815	0.0077356417	0.016372189	3.0867667	5.0595613	4.7124157	2.8666756	3.5615337	7.319897	15.628077	3.7941346	-0.24476293	0.13074821	-0.26140466	0.11944428	2.1675317	2.7324774	0.1616914	0.66008395	2.4445407	3.7593284	1.1191323	0.54260296	-0.383394	0.4710196	-0.548062	0.29645032
CASQ2	chr1	115700021	115768714	115768731	115768781	-		-0.0009572183	0.012894367	0.006441382	0.007274734	-0.0858782	0.016073091	-0.08079447	0.024778966	-0.0670119	0.022014728	-0.06443913	0.041620456	0.44148487	0.95975083	1.1347778	1.5625309	-0.2066469	0.3527654	-0.32975885	0.20339075	-0.16253927	0.0839987	-0.21049708	0.017407497	-0.27681276	0.42678252	-0.31730354	0.4261788
DPH5	chr1	100989623	101026088	101025765	101025815	-		0.0006034082	0.024736669	0.065488115	0.06750601	0.32804325	1.3992611	4.498689	3.3298976	0.42366827	3.1166015	11.736185	7.583791	-0.2274603	0.094656184	-0.28493327	0.0770765	0.83006346	1.5603541	-0.39300582	0.19887725	1.1630279	2.9083436	1.2119745	1.2895372	-0.24851939	0.5933829	-0.72434247	0.14787091
SPRR2A	chr1	153056120	153057512	153057487	153057537	-		-0.0073924293	0.00536659	0.00041188393	0.011300729	-0.0838544	0.0090611605	-0.07892369	1.0940946e-08	-0.065214284	0.012348701	-0.045292016	0.031407014	-0.04727917	0.30781907	0.15398958	0.5445466	-0.25379002	0.2566662	-0.026955163	0.3006277	-0.16631687	0.032130737	-0.071788244	0.16083068	-0.11945982	0.49076974	0.11488234	0.68444884
PINK1	chr1	20633458	20651511	20638128	20638178	+		0.02127441	0.084497824	0.0008077627	0.011712526	-0.05972821	0.17077656	-0.089728236	0.011017771	0.4235343	2.5240664	-0.057192426	0.040741064	-0.25523275	0.10735066	-0.25877464	0.014139019	0.7489238	1.7044717	0.76787436	1.00644	0.082908824	1.2738856	-0.16398668	0.057864856	-0.47256535	0.30728918	-0.4042568	0.2176258
ZMPSTE24	chr1	40258041	40294180	40258235	40258285	+		-0.0013192296	0.024741832	0.11679996	0.09134098	-0.036492214	0.32953507	10.137257	8.799841	0.29918754	2.8636856	20.447273	17.798834	-0.22703059	0.08088878	-0.23484294	0.19693433	2.1560786	2.856606	-0.39240983	0.4697469	-0.13925624	0.14184134	-0.08860166	0.24341062	-0.32183787	0.3615638	-0.71812236	0.21819921
OR2T33	chr1	248269917	248277976	248273764	248273814	-		-0.009561106	0.0037664664	-0.009119637	0.003679543	-0.07970362	0.009267178	-0.08260386	0.0074044275	-0.058107313	0.01608722	-0.059553396	0.021776605	-0.15384085	0.13897155	-0.15834187	0.12055775	-0.1545121	0.2584027	-0.177226	0.26954708	-0.15187778	0.031670723	-0.16134122	0.02646424	0.8915027	1.6990641	1.1516677	2.4329712
CNTN2	chr1	205042937	205078289	205061833	205061883	+		0.022006296	0.037592	0.1092479	0.14576241	-0.0929041	0.010552498	-0.08960563	0.009173849	-0.07717119	0.014680469	-0.074194655	0.01084297	0.40977487	1.251059	-0.16933288	0.15918635	-0.2797189	0.3586624	-0.353871	0.19140087	-0.19443494	0.052444775	-0.1832793	0.039157987	-0.41893032	0.35128608	-0.37740532	0.28555307
FMO4	chr1	171314183	171342084	171314233	171314283	+		-0.0055662035	0.0115919765	0.08193232	0.11474759	-0.08001893	0.04184797	-0.046273485	0.09446456	-0.046000812	0.15080978	0.10590573	0.31174186	-0.08693061	0.29085892	-0.28675658	0.073043674	-0.21329832	0.38566592	-0.4304333	0.22832048	-0.13285962	0.27463666	0.2280319	0.5340026	-0.27377856	0.43811172	-0.6499557	0.23599152
ECHDC2	chr1	52895910	52927212	52921735	52921785	-		0.012357333	0.044209328	0.07264436	0.1499386	-0.08900608	0.020900752	-0.0970361	0.01251955	0.019230274	0.46502724	0.5619069	1.1312753	-0.16979581	0.26512033	-0.12432056	0.3024156	-0.10316858	0.63974863	-0.45533845	0.18133804	-0.12510042	0.27494285	0.16962369	0.67325294	-0.43838173	0.351024	-0.63423365	0.3653138
IPO9	chr1	201829149	201884291	201847294	201847340	+		0.0050511495	0.0436281	-0.0077423793	0.0062182085	0.2938273	1.6613936	-0.04887942	0.06462107	0.3336196	2.7381046	-0.074919865	0.0069908835	-0.26830107	0.07690164	-0.24781623	0.038811795	2.301141	3.819846	0.31911588	0.8444709	0.82623863	2.715786	0.0840269	0.53385633	-0.4452438	0.3744349	-0.3715321	0.26160416
VAMP3	chr1	7771296	7781432	7772706	7772756	+		0.026353486	0.093045436	0.0726139	0.0719768	0.123336025	0.7471648	0.93404174	1.4795089	0.83434725	3.21419	6.998564	7.092906	-0.22496319	0.14170094	-0.1520059	0.36427087	2.072643	2.374349	-0.3071251	0.26963723	0.15741974	0.7918692	2.0983832	1.1939911	-0.2703914	0.5386245	-0.3677283	0.7427797
RGS8	chr1	182641816	182684576	182671879	182671929	-		0.0017545414	0.012753566	-0.00091280945	0.0101493085	-0.09004233	0.013246159	-0.10096677	0.005353551	-0.071581215	0.02629688	-0.086209804	0.010537757	0.19606382	0.64222705	0.41465414	0.6595455	-0.26814505	0.34458637	-0.5084246	0.06420253	-0.1801934	0.10050544	-0.22705925	0.01959408	-0.3338015	0.41401237	-0.58147246	0.345013
OR2T4	chr1	248361665	248362627	248361580	248361630	+		-0.004708828	0.009787521	-0.008015749	0.006522478	-0.091285214	0.008083274	-0.08409107	0.0007316519	-0.06915963	0.023944695	-0.064782105	0.00095863553	-0.22953981	0.043136597	-0.1955013	0.049580198	-0.20173454	0.27456564	-0.052612137	0.27042875	-0.19235864	0.029212685	-0.16709828	0.0025189777	0.4818886	0.86920154	3.4901562	3.9847407
WDTC1	chr1	27234632	27308636	27234667	27234717	+		0.00788347	0.05423156	0.3213471	0.30895793	-0.07906765	0.045954917	0.07687493	0.1840256	-0.020708043	0.49998897	0.73215675	0.88573754	-0.21389203	0.11255656	-0.25713864	0.07749075	0.2932879	1.1505196	-0.3745124	0.21253811	-0.13068958	0.29790217	0.6552376	1.245246	-0.32486886	0.37834018	-0.5942995	0.20705456
IL24	chr1	206897443	206904139	206897832	206897876	+		0.0032138878	0.012427705	-0.0021149875	0.0052875318	-0.08132958	0.015541107	-0.08910337	0.008780207	-0.06455079	0.01619462	-0.07193853	0.012995131	0.5725279	0.90410024	0.36557123	0.73675877	-0.14187509	0.32672372	-0.06653147	0.49299473	-0.16357091	0.04607975	-0.18530568	0.031908322	-0.22376816	0.39741814	-0.39540955	0.21268885
OSBPL9	chr1	51577179	51798427	51730033	51730083	+		0.00042778475	0.03169624	0.21211514	0.14433391	0.049185842	0.7829819	1.0286374	0.98694885	0.100835994	1.5871834	5.4454474	4.1658387	-0.15758753	0.38223574	-0.22485808	0.06007128	0.49399677	1.730357	-0.25274888	0.18772732	0.38669038	1.7397506	0.54850006	0.91490364	-0.3420135	0.40095752	-0.39528728	0.29180604
SMIM1	chr1	3772749	3775982	3772787	3772837	+		0.09534156	0.080785334	0.5837228	0.65717363	-0.089061715	0.013574887	-0.08481601	0.016529515	-0.036585726	0.13939597	0.3839036	0.45343676	-0.22004403	0.10780894	-0.22625759	0.067748055	-0.3141595	0.21879227	-0.24155779	0.23755004	-0.057127107	0.23492493	0.43849993	0.7428163	-0.44133517	0.20074362	-0.39532426	0.17901716
FCAMR	chr1	206957965	206970625	206970575	206970625	-		-0.0009607021	0.010072097	-0.00013625428	0.008245315	-0.092424676	0.011008751	-0.09284813	0.006111267	-0.07568819	0.017299484	-0.070226	0.022357658	0.10660112	0.49218622	1.3483528	0.81428283	-0.29678226	0.31961057	-0.14550391	0.24962726	-0.19542935	0.038575005	-0.19716308	0.022189682	-0.37571138	0.36821666	-0.04698411	0.5748569
GBA	chr1	155234452	155244699	155244649	155244699	-		0.016065987	0.09701078	0.21717022	0.25031218	0.15832381	0.7784189	0.70167714	0.7446371	0.59716433	1.8410192	0.5925693	0.8026938	-0.23674196	0.06708229	-0.33230707	0.02447856	0.12710837	1.0663419	-0.55133224	0.09275165	0.24618803	1.064432	0.4037876	0.6994844	-0.42753375	0.23498644	-0.7422246	0.15270707
MYOM3	chr1	24056035	24112135	24066529	24066579	-		0.016198399	0.047920566	-0.0027246817	0.015283836	-0.06578082	0.17924134	-0.08850042	0.00717519	-0.0731234	0.025760926	-0.07069839	0.0107196	-0.033976644	0.4385945	0.047072053	0.47116193	-0.28674835	0.27019653	-0.27323726	0.22617754	-0.031446785	0.7306255	-0.18261383	0.02628365	-0.38866317	0.39409783	-0.33805317	0.30095345
ATP5IF1	chr1	28236109	28246906	28236108	28236158	+		0.0050645797	0.05754803	0.20343639	0.33125678	-0.007485018	0.2024888	0.18427104	0.40394083	0.6985593	2.1207378	0.9092233	1.3297836	-0.27994895	0.05758379	-0.31761122	0.032269865	0.14178358	1.2250417	-0.4728755	0.15272345	0.5883342	1.5044968	0.09303097	0.4333398	-0.51215374	0.29353103	-0.7188573	0.1533824
PLEKHA6	chr1	204218853	204377665	204359866	204359916	-		0.008614754	0.02694045	0.038857743	0.03244266	-0.0726824	0.11282749	0.48303708	0.40902182	-0.06503501	0.13177384	0.19269614	0.26867685	-0.26333633	0.115765676	-0.3312451	0.013620554	-0.18583529	0.51828116	-0.5449987	0.038264174	0.18530497	1.2988842	6.8564982	4.5174866	-0.5220005	0.30476418	-0.69169074	0.1864781
HAX1	chr1	154272589	154275875	154272608	154272658	+		0.028728886	0.06364178	0.15414958	0.15346047	0.54056466	1.6162223	1.1600899	0.98734045	3.0423129	7.2804236	4.7186294	4.116354	-0.29957625	0.045195878	-0.29614362	0.04203056	0.34562948	1.0984638	-0.387544	0.35587326	0.20227699	0.6630432	1.0699536	1.0948036	-0.62020713	0.27445474	-0.60739756	0.29646263
LDLRAD2	chr1	21812265	21825225	21812264	21812314	+		0.068011016	0.10385278	0.058446072	0.087093644	-0.022325251	0.13585223	-0.06820064	0.036839623	-0.088069014	0.014578068	-0.09109705	0.008353915	-0.32660478	0.026696822	-0.3332048	0.013571292	1.5645938	3.4603364	-0.25659835	0.39757544	0.6978065	1.5374042	1.1442246	1.3774974	-0.6637709	0.2722556	-0.6673187	0.21563537
TMCO2	chr1	40245947	40251684	40247900	40247950	+		0.0020963047	0.029832534	-0.0020014502	0.011425203	0.09727257	0.494524	-0.016956607	0.1288381	-0.061900306	0.028557926	-0.077511966	0.012109481	-0.18337272	0.18641345	-0.24036783	0.099944755	-0.12636708	0.35963792	-0.3054956	0.2519823	1.3449394	2.7826183	-0.04515021	0.4108708	-0.34283477	0.27740788	-0.43302783	0.22878718
PPP1R15B	chr1	204396492	204411887	204411741	204411791	-		0.014233773	0.055135228	0.14944477	0.18297985	0.75566953	2.920298	4.290866	5.142332	8.473146	13.787229	2.7685616	4.0228243	-0.2482233	0.15591007	-0.2910391	0.10126585	1.4766084	2.6759918	-0.4981076	0.12542132	0.2232475	0.86787933	0.4067357	1.0716575	-0.54543126	0.30660886	-0.78701764	0.09645951
PSRC1	chr1	109279556	109283186	109283097	109283147	-		0.054756567	0.093378894	0.30624267	0.3006716	-0.027593821	0.13677853	0.35171017	0.38562983	2.1054413	3.8562083	4.647838	2.6941214	-0.222503	0.15594774	-0.16264994	0.32071888	0.23656917	0.95345205	-0.4889754	0.08549408	1.5757877	2.368564	1.6045789	1.8068179	-0.58713615	0.24598938	-0.42557338	0.41659716
PRG4	chr1	186296279	186314567	186296278	186296293	+		0.0058355303	0.023473907	-0.0039795144	0.009601083	-0.09135915	0.016890863	-0.09606957	0.006737024	-0.066887096	0.050162584	-0.07587862	0.022655915	-0.19602045	0.2111025	-0.21750197	0.15979856	0.3963089	1.8702978	-0.25019908	0.25991538	-0.067756385	0.46538842	-0.18262768	0.07378663	-0.44821918	0.3760153	-0.36507037	0.42166302
TMEM200B	chr1	29119429	29123903	29122451	29122501	-		0.13803373	0.1305213	0.200924	0.13914213	-0.08016656	0.021696074	-0.0718146	0.024204416	0.060886968	0.22410856	0.112403154	0.23469816	1.3298677	2.429544	3.90518	3.2389758	-0.08842268	0.4844534	-0.106675595	0.29055586	0.56712747	0.9292114	1.1459583	0.62215793	-0.23441589	0.44477057	-0.15605375	0.5157854
SYT14	chr1	209900923	210171389	209952723	209952756	+		-0.004036305	0.022457773	-0.000706671	0.009441878	-0.08246632	0.019060237	-0.081099786	0.005974242	-0.05845458	0.042574354	-0.061933514	0.008135701	0.5635383	1.5979437	0.8288475	0.70274836	-0.16331929	0.3813939	0.037818495	0.51511884	-0.11887711	0.31442264	-0.15656553	0.0213553	-0.22898102	0.41825113	-0.21122542	0.3162741
HLX	chr1	220879431	220885059	220881068	220881099	+		0.07120474	0.10108822	0.11017159	0.11220299	0.021741236	0.30217046	0.014589926	0.1401948	1.6801071	2.835965	6.693158	2.5811474	0.6002857	1.3196787	1.8970824	1.9636729	0.77793825	1.6288387	-0.35231107	0.26992327	0.17551889	0.50858873	0.6817708	0.7467641	-0.59323245	0.28084722	-0.5948845	0.2780821
EXTL1	chr1	26019884	26036464	26023188	26023238	+		0.042150896	0.13644625	0.026615998	0.0142504275	-0.078324705	0.056240138	-0.08316567	0.005959586	0.18681206	1.2879294	-0.06283853	0.0064623114	0.40347052	0.78345513	0.36219913	0.8239099	-0.29159296	0.26516914	-0.32945916	0.05637726	-0.023331722	0.5783776	-0.12742463	0.0738988	-0.3602383	0.39567822	-0.30124494	0.15125698
RNF187	chr1	228487382	228499899	228488221	228488271	+		0.02841137	0.07787161	0.3245141	0.23583739	-0.07295884	0.13990955	1.5920271	3.875369	0.0077061374	0.3413465	0.92938244	0.7192358	-0.27525505	0.096054845	-0.31405824	0.023852453	0.22277182	1.0823468	-0.4898191	0.1359707	-0.15241455	0.18831326	-0.1641092	0.08655257	-0.5403072	0.25611353	-0.70261174	0.123717
RBM8A	chr1	145921556	145927678	145927628	145927678	-		0.012271183	0.05389953	0.020525526	0.04001851	0.9258835	2.4742768	5.45965	7.1499057	2.6996212	5.9181476	5.3758044	7.1359477	-0.2481587	0.05582339	-0.30370435	0.031404365	1.0198259	2.1793008	-0.26253882	0.3116427	0.68738186	2.5091138	0.2756579	0.45450655	-0.39677483	0.2917354	-0.6817788	0.12664722
KHDC4	chr1	155913045	155934413	155934350	155934400	-		0.0026179536	0.027139712	0.14397871	0.19738208	0.17223676	1.1947687	3.3591049	3.2081616	0.84067845	3.9530606	5.0428524	5.2820916	-0.24836157	0.075475395	-0.3115009	0.057348844	4.2870913	4.949447	-0.21739434	0.5980206	0.7492125	2.3790705	1.5551828	2.4648159	-0.33661452	0.4570023	-0.755354	0.2051242
CDC14A	chr1	100345001	100520277	100345024	100345074	+		-5.1350326e-05	0.03640293	0.0023075081	0.008626621	0.05038738	1.0230637	-0.08925444	0.022846727	0.063962534	1.0087969	-0.06632554	0.036493946	-0.23710898	0.118647076	-0.2796826	0.08706853	0.43985438	1.1908832	-0.40292427	0.15911356	0.16471227	1.3135518	-0.21346979	0.035915885	-0.33875227	0.43452892	-0.46473825	0.3777686
OR2L5	chr1	248013660	248024276	248021947	248021997	+		-0.008217827	0.0052664373	-0.010489983	0.0027173294	-0.083813734	0.007777236	-0.07892369	1.0940946e-08	-0.05683275	0.04133337	-0.052998383	0.021664578	-0.19473189	0.0708921	-0.12011393	0.12564479	-0.22684322	0.25394964	-0.081087455	0.29283956	-0.16467798	0.032078277	-0.14934409	4.233541e-08	1.2180873	1.7026939	1.4387105	1.4971355
BGLAP	chr1	156242184	156243317	156242188	156242238	+		0.024285309	0.011602571	0.026836745	0.024421368	-0.09773656	0.008115322	-0.10091479	0.006780444	-0.08605561	0.008928933	-0.090666205	0.005046147	-0.27671933	0.066394396	-0.29543737	0.06631508	0.027978096	0.53566617	-0.15464333	0.47235373	-0.22346213	0.010851149	-0.17400108	0.10356075	-0.6134275	0.20196258	-0.70527047	0.110526256
CIART	chr1	150282543	150287093	150282542	150282592	+		-0.0022796185	0.014137999	0.10322596	0.1097237	-0.09117627	0.023949137	0.03803044	0.1215496	-0.0060676155	0.27673188	1.0309302	0.89991415	0.63445234	0.95926344	-0.11209719	0.35767877	-0.35664785	0.25250778	-0.48249742	0.10598622	-0.06993615	0.42862627	2.4685254	1.7196827	-0.42294964	0.32240936	-0.311373	0.42328948
MICOS10	chr1	19484403	19629821	19596989	19597039	+		0.0039990596	0.06309914	0.14568384	0.22198029	0.10799881	1.2711742	4.668812	3.9597814	0.06482966	1.0715892	2.4746473	2.7779176	0.036507305	0.65051526	-0.339752	0.015966017	0.0068819504	1.0372645	-0.5344896	0.085799	-0.030509818	0.7100831	2.1816344	2.1653159	-0.30873537	0.5224109	-0.8016364	0.0958202
PRAMEF1	chr1	12791397	12796628	12794690	12794740	+		-0.0109139895	0.0021722228	-0.011555807	0.0	-0.07892369	1.0940946e-08	-0.07892369	1.0940946e-08	-0.05496166	0.015322748	-0.05806409	2.8934328e-09	-0.17358346	1.3771103e-08	-0.17358348	0.0	-0.22650905	0.18967384	-0.29283834	0.0	-0.14934404	8.467082e-08	-0.14934409	4.233541e-08	-0.11803341	0.27491343	0.093243375	0.5227448
SYCP1	chr1	114854863	114995370	114910078	114910113	+		-0.0063029383	0.007779251	-0.0065896823	0.0053264154	-0.08155134	0.01285408	-0.07926473	0.0024938846	-0.057506878	0.054620557	-0.045121413	0.029307699	0.52603954	1.1568692	0.7621841	0.84747607	-0.14876813	0.36387756	-0.18248123	0.23691685	-0.14250383	0.15135697	-0.15009211	0.007216375	-0.19659473	0.41131365	-0.060089786	0.37239483
KIAA1522	chr1	32741830	32774970	32754018	32754068	+		0.040822882	0.09880864	0.23130772	0.39036363	-0.08516204	0.04913779	-0.09717199	0.015452215	-0.026886443	0.2387517	0.13231793	0.30026639	-0.2605263	0.19343902	-0.31072167	0.04716093	-0.10368212	1.1287038	-0.5483885	0.051326618	0.14157021	1.0121908	0.12082577	0.5110367	-0.5954803	0.24314323	-0.72127104	0.13804886
S100A9	chr1	153357854	153361023	153357853	153357881	+		0.0057583894	0.017348746	0.008910525	0.011186686	-0.09480719	0.00502803	-0.085172005	0.023379512	-0.07758024	0.011345874	-0.07881046	0.0122372145	0.09607349	0.49532872	0.3221163	0.71703255	-0.28726712	0.2309475	-0.34667143	0.16259202	-0.18977275	0.08949241	-0.11783147	0.22147107	-0.47094554	0.22250894	-0.36293805	0.36480802
METTL18	chr1	169792529	169794963	169794639	169794689	-		0.009863605	0.04274628	0.07683154	0.09713361	1.5710174	3.1008937	5.3570733	2.8385947	5.3834777	8.158081	16.667019	6.443536	-0.32017523	0.046343967	-0.34231898	0.015838657	-0.06963201	0.7115011	-0.5864406	0.11020372	0.68460566	2.025072	0.08216736	0.5533821	-0.7627859	0.11224619	-0.8208975	0.13627379
CHRM3	chr1	239386565	239915452	239386919	239386969	+		-0.005106987	0.009310405	0.025199933	0.019437594	-0.084249005	0.015838236	-0.08123998	0.005951219	-0.05900411	0.03588726	-0.05648263	0.022218393	-0.165669	0.22623146	1.8530357	1.2347653	-0.14472522	0.4000572	-0.133072	0.28662282	-0.16521013	0.06108327	-0.15597911	0.01980924	1.3142898	1.7933786	0.21081138	0.55750126
RHCE	chr1	25362249	25430192	25420798	25420848	-		-0.0061891903	0.023869075	-0.009424158	0.0035349387	-0.06710382	0.17987247	-0.07892369	1.0940946e-08	-0.005530791	0.6785942	-0.058715522	0.0014321568	-0.11246904	0.29410002	0.07809617	0.47694176	-0.24532343	0.21830268	-0.29439297	0.0033075816	-0.11334769	0.3813605	-0.14934409	4.233541e-08	-0.24433602	0.19251141	-0.21118578	0.078174256
UQCRH	chr1	46303698	46316776	46303697	46303747	+		0.0062988773	0.040635668	0.32218444	0.22034274	0.16534974	1.0616739	4.8031178	3.7216008	1.3940982	5.9615407	3.6876874	2.6297657	-0.244534	0.06625501	-0.3186956	0.037716568	1.5070785	2.4509196	-0.4818179	0.19161731	0.013463211	0.4320811	-0.1388803	0.13086759	-0.42358685	0.3570609	-0.6378165	0.34036753
METTL25B	chr1	156728442	156736960	156728474	156728524	+		0.03284211	0.123917475	0.10047769	0.122679435	0.4528295	2.3413928	3.6508794	3.1982048	0.62962264	2.7162867	12.256573	7.939561	-0.29976487	0.042702876	-0.30206424	0.066357054	0.22727656	1.1702611	-0.5278473	0.1732493	-0.044461917	0.5227484	2.523138	2.2631805	-0.60197765	0.2519643	-0.7683598	0.15122785
ANGPTL7	chr1	11189355	11195981	11193626	11193676	+		-0.0029830448	0.010404451	-0.0032347643	0.010869061	-0.087600544	0.022980949	-0.06577947	0.027130313	-0.071766905	0.03369143	-0.0430852	0.04562785	-0.265771	0.07394365	-0.19945133	0.10396526	2.2992206	2.5725262	2.0289955	1.75318	-0.19471444	0.05884305	-0.18808125	0.013682433	-0.4836357	0.28072134	-0.36484885	0.24125908
CELA3A	chr1	22001657	22012542	22007449	22007499	+		-0.0079896785	0.00688101	-0.006987995	0.0075518643	-0.079788044	0.01763323	-0.084124066	0.00946873	-0.06312493	0.0145155005	-0.06597128	0.012177232	-0.19381931	0.06354013	-0.20331249	0.05719758	-0.2687457	0.20856126	-0.24049014	0.2664329	-0.14128843	0.09089113	-0.16679995	0.033117034	-0.30285394	0.1845695	-0.3517532	0.19498514
DENND2C	chr1	114582848	114670422	114626143	114626193	-		-0.0017861924	0.031890985	-0.010124558	0.0030647148	-0.08048478	0.041822016	-0.0887253	0.008605709	-0.026136551	0.3787425	-0.07160126	0.0119941365	0.15474285	0.6249952	0.49691275	0.8134239	-0.17120646	0.36854282	-0.13169475	0.34157172	-0.12695307	0.2977435	-0.18073	0.03721402	-0.26289886	0.38534865	-0.16154744	0.5984574
TUFT1	chr1	151540305	151583583	151540304	151540354	+		0.0021120382	0.024547353	0.14627773	0.17988633	-0.061626393	0.15340479	0.082951464	0.39988807	0.04233848	0.87506145	0.5972937	1.4579161	-0.20884319	0.18178421	-0.3157358	0.053185537	0.009916853	0.7747742	-0.5413971	0.061627194	-0.022561641	0.59372354	0.7149118	0.95929736	-0.37113112	0.40288723	-0.73808855	0.1498644
EFNA1	chr1	155127876	155134899	155127875	155127925	+		0.03564031	0.047301453	0.16179304	0.10626217	2.0175261	2.9656546	2.1812565	1.5450339	3.392743	6.414847	0.93812704	0.87520146	-0.3159307	0.06690052	-0.3487979	0.015334824	2.3088896	3.2767313	-0.5962957	0.027993852	1.3711555	1.8334359	1.2539716	1.5764698	-0.72518176	0.18097751	-0.864231	0.06902249
